symbol,date,open,high,low,close,volume,year,month,week,weekday
"SVN","2011-07-26","12.5","12.7","12.5","12.7","44200","2011","07","30","Tuesday"
"SVN","2011-07-27","13","13","12.8","12.8","32800","2011","07","30","Wednesday"
"SVN","2011-07-28","13.4","13.5","13.3","13.5","33600","2011","07","30","Thursday"
"SVN","2011-07-29","14","14","13.9","13.9","32500","2011","07","30","Friday"
"SVN","2011-08-01","14.1","14.4","14.1","14.1","31500","2011","08","31","Monday"
"SVN","2011-08-02","14.8","15","14.8","15","12200","2011","08","31","Tuesday"
"SVN","2011-08-03","15.3","15.8","15.2","15.8","25500","2011","08","31","Wednesday"
"SVN","2011-08-04","15.9","16.4","15.8","16.4","15700","2011","08","31","Thursday"
"SVN","2011-08-05","16.4","17","16.4","17","17300","2011","08","31","Friday"
"SVN","2011-08-08","17.5","17.5","17.5","17.5","5800","2011","08","32","Monday"
"SVN","2011-08-09","18.7","18.7","17.5","18.4","17900","2011","08","32","Tuesday"
"SVN","2011-08-10","19.2","19.2","19","19.2","14200","2011","08","32","Wednesday"
"SVN","2011-08-11","19.3","19.5","18.7","19","17600","2011","08","32","Thursday"
"SVN","2011-08-12","19.1","19.7","19.1","19.7","22800","2011","08","32","Friday"
"SVN","2011-08-15","19.5","19.9","19.5","19.9","5600","2011","08","33","Monday"
"SVN","2011-08-16","20.2","20.2","19.7","20.2","19500","2011","08","33","Tuesday"
"SVN","2011-08-17","20.4","21.3","20.2","21.3","15400","2011","08","33","Wednesday"
"SVN","2011-08-18","21.8","21.8","20.5","21.5","66600","2011","08","33","Thursday"
"SVN","2011-08-19","20.4","20.4","20","20","16000","2011","08","33","Friday"
"SVN","2011-08-22","18.7","21.3","18.7","21.1","16400","2011","08","34","Monday"
"SVN","2011-08-23","20.6","20.8","19.2","19.2","14200","2011","08","34","Tuesday"
"SVN","2011-08-24","20.4","20.4","19","19","15400","2011","08","34","Wednesday"
"SVN","2011-08-25","20.2","20.2","19","19","11500","2011","08","34","Thursday"
"SVN","2011-08-26","18.6","21.3","18.6","20","66000","2011","08","34","Friday"
"SVN","2011-08-29","21.1","21.2","19.8","19.8","27500","2011","08","35","Monday"
"SVN","2011-08-30","19.9","20","19.8","19.8","32000","2011","08","35","Tuesday"
"SVN","2011-08-31","21","21","18.7","18.7","52500","2011","08","35","Wednesday"
"SVN","2011-09-01","21.2","21.2","19.3","19.3","72000","2011","09","35","Thursday"
"SVN","2011-09-05","20.4","20.4","19.1","19.1","48000","2011","09","36","Monday"
